COUNTRY CODE	STATE CODE	COUNTY CODE	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER
CN	CN-11		L19988847	H	40.5115115	117.1389223	2021-03-09	11:40:00	obs1269396	S83290259	Traveling	P22	22	1.191		1	1	
CN	CN-44		L20460427	H	23.0801512	113.2652718	2021-03-16	14:56:00	obs3070838	S116606648	Stationary	P21	198			1	1	
CN	CN-44		L20482461	H	23.1321013	113.2803334	2021-04-25	14:01:00	obs3070838	S117215693	Stationary	P21	63			1	1	
CN	CN-44		L20482461	H	23.1321013	113.2803334	2021-03-26	14:19:00	obs3070838	S116606356	Stationary	P21	193			1	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-24	07:40:00	obs356220	S84157846	Traveling	P22	170	3.000		3	1	G6458094
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-29	13:28:00	obs656444	S84325643	Traveling	P22	130	4.700		4	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-04-19	07:00:00	obs1003116	S85884114	Traveling	P22	180	4.000		2	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-27	07:50:00	obs902161	S84166598	Traveling	P22	120	5.000		5	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-04-10	08:30:00	obs801096	S85292131	Traveling	P22	300	3.000		5	1	G6540618
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-04-11	14:22:00	obs1269396	S85305233	Traveling	P22	93	2.593		1	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-04-10	08:30:00	obs553461	S85377820	Traveling	P22	300	3.000		5	1	G6540618
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-04-24	07:30:00	obs3433018	S141911705	Traveling	P22	180	3.000		10	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-25	10:55:00	obs1499780	S84054915	Traveling	P22	240	2.040		3	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-04-17	14:50:00	obs1492231	S85699787	Traveling	P22	159	3.092		1	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-29	14:00:00	obs398321	S84372909	Traveling	P22	240	5.000		2	1	G6472903
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-04-17	16:05:00	obs1074615	S85783897	Traveling	P22	100	2.000		1	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-20	08:41:00	obs1492964	S83868938	Traveling	P22	215	5.000		5	1	G6440069
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-20	08:41:00	obs553461	S83864766	Traveling	P22	215	5.000		5	1	G6440069
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-20	08:41:00	obs902161	S83864646	Traveling	P22	215	5.000		5	1	G6440069
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-21	13:35:00	obs902161	S83806948	Traveling	P22	10	1.520		3	1	G6435350
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-21	13:35:00	obs1491109	S83789356	Traveling	P22	10	1.520		3	1	G6435350
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-05-21	16:15:00	obs902039	S88778790	Traveling	P22	56	3.000		2	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-29	15:42:00	obs902039	S84452152	Traveling	P22	58	3.000		4	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-29	14:00:00	obs1499780	S96919106	Traveling	P22	240	5.000		2	1	G6472903
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-21	13:35:00	obs1189971	S88145475	Traveling	P22	10	1.520		3	1	G6435350
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-20	08:41:00	obs801096	S83866244	Traveling	P22	215	5.000		5	1	G6440069
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-04-03	07:36:00	obs728758	S84653103	Traveling	P22	47	2.180		2	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-05-16	09:50:00	obs551164	S88373811	Traveling	P22	180	5.000		2	1	G6751261
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-05-16	09:50:00	obs770739	S88351144	Traveling	P22	180	5.000		2	1	G6751261
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-05-15	12:06:00	obs974904	S88142480	Traveling	P22	192	1.880		1	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-25	11:20:00	obs2747877	S96213119	Traveling	P22	195	2.800		3	1	
CN	CN-11		L2054819	H	40.3954570	115.8293724	2021-03-24	07:40:00	obs1216086	S84157847	Traveling	P22	170	3.000		3	1	G6458094
CN	CN-11		L20618868	P	40.4159400	116.6492350	2021-05-08	10:00:00	obs1861345	S98878785	Traveling	P22	120	3.219		2	1	
CN	CN-11		L2064869	H	40.0492340	115.5004263	2021-03-18	16:00:00	obs356220	S83603070	Traveling	P22	60	1.000		4	1	G6422759
CN	CN-11		L2064869	H	40.0492340	115.5004263	2021-03-18	16:00:00	obs1207716	S83650147	Traveling	P22	60	1.000		4	1	G6422759
CN	CN-11		L2064869	H	40.0492340	115.5004263	2021-03-31	16:35:00	obs1314992	S85375775	Traveling	P22	20	0.312		1	1	
CN	CN-11		L2064869	H	40.0492340	115.5004263	2021-03-18	16:00:00	obs1475245	S88434569	Traveling	P22	60	1.000		4	1	G6422759
CN	CN-11		L2064869	H	40.0492340	115.5004263	2021-05-03	15:30:00	obs728758	S87056508	Traveling	P22	64	0.800		2	1	
CN	CN-11		L2064869	H	40.0492340	115.5004263	2021-05-04	13:43:00	obs902039	S87073711	Traveling	P22	40	5.000		3	1	
CN	CN-11		L2064869	H	40.0492340	115.5004263	2021-03-18	16:00:00	obs1216086	S83603071	Traveling	P22	60	1.000		4	1	G6422759
CN	CN-11		L2064869	H	40.0492340	115.5004263	2021-03-31	15:30:00	obs1314992	S85375765	Traveling	P22	20	0.100		1	1	
CN	CN-65		L20721159	P	47.8026138	88.0926615	2021-05-23	09:00:00	obs2094127	S117817635	Stationary	P21	60			15	1	
CN	CN-65		L20735643	P	47.2053005	86.6801794	2021-05-24	09:30:00	obs2094127	S117901393	Traveling	P22	180	3.000		15	1	
CN	CN-65		L20737121	P	47.1789996	86.1234499	2021-05-24	13:50:00	obs2094127	S117910793	Traveling	P22	160	3.000		15	1	
CN	CN-52		L20791914	P	26.4573039	106.6689309	2021-03-18	18:35:00	obs950043	S83604033	Stationary	P21	15			1	1	
CN	CN-45		L2079599	H	23.8935775	106.6151154	2021-04-23	10:01:00	obs1543711	S86130084	Traveling	P22	20	0.842		2	1	G6590689
CN	CN-45		L2079599	H	23.8935775	106.6151154	2021-04-23	10:01:00	obs160444	S86129652	Traveling	P22	20	0.842		2	1	G6590689
CN	CN-31		L2080562	H	31.4951401	121.9647217	2021-04-17	08:00:00	obs1645511	S85691151	Traveling	P22	100	2.000		3	1	G6560154
CN	CN-31		L2080562	H	31.4951401	121.9647217	2021-04-17	08:00:00	obs641343	S85691150	Traveling	P22	100	2.000		3	1	G6560154
CN	CN-31		L2080562	H	31.4951401	121.9647217	2021-04-17	08:00:00	obs902161	S85691348	Traveling	P22	100	2.000		3	1	G6560154
CN	CN-31		L2080562	H	31.4951401	121.9647217	2021-04-21	06:30:00	obs925105	S86014551	Traveling	P22	30	1.000		1	1	
CN	CN-31		L2080562	H	31.4951401	121.9647217	2021-03-27	13:57:00	obs2126180	S84166288	Traveling	P22	69	3.546		1	1	
CN	CN-31		L2080562	H	31.4951401	121.9647217	2021-04-20	15:20:00	obs1554417	S99612480	Stationary	P21	20			1	1	
CN	CN-31		L2080562	H	31.4951401	121.9647217	2021-04-26	15:00:00	obs1554417	S99610807	Stationary	P21	15			1	1	
CN	CN-31		L2080562	H	31.4951401	121.9647217	2021-04-27	08:40:00	obs1554417	S99612247	Stationary	P21	30			1	1	
CN	CN-33		L20818174	P	28.6653574	118.6265298	2021-04-26	14:30:00	obs2094127	S118337956	Stationary	P21	180			6	1	
CN	CN-31		L2084957	H	31.2338230	121.4686510	2021-04-07	10:50:00	obs2363214	S85005968	Traveling	P22	10	0.219		1	1	
CN	CN-31		L2084957	H	31.2338230	121.4686510	2021-05-27	14:35:00	obs2307149	S89062710	Traveling	P22	53	1.870		1	1	
CN	CN-21		L2089479	H	42.3696421	122.9613876	2021-03-24	14:47:00	obs1196731	S83990887	Traveling	P22	119	3.361		1	1	
CN	CN-37		L2102135	H	36.6750622	117.0237065	2021-03-28	16:20:00	obs2111656	S84256880	Traveling	P22	100	5.000		1	1	
CN	CN-14		L2135801	H	37.5638977	112.0782012	2021-05-04	16:00:00	obs1003116	S87376596	Stationary	P21	120			3	1	
CN	CN-14		L2135801	H	37.5638977	112.0782012	2021-05-05	08:00:00	obs1003116	S87376731	Stationary	P21	180			3	1	
CN	CN-14		L2135801	H	37.5638977	112.0782012	2021-05-05	10:56:00	obs2132559	S88345790	Traveling	P22	67	1.770		1	1	
CN	CN-14		L2135801	H	37.5638977	112.0782012	2021-03-27	08:00:00	obs1444142	S84901507	Stationary	P21	120			1	1	
CN	CN-14		L2135801	H	37.5638977	112.0782012	2021-05-22	15:51:00	obs995737	S89635548	Traveling	P22	69	1.732		1	1	
CN	CN-14		L2135801	H	37.5638977	112.0782012	2021-04-11	07:58:00	obs670663	S85379155	Traveling	P22	120	1.000		4	1	
CN	CN-32		L22718241	P	31.2774154	120.7263636	2021-05-19	14:49:00	obs3486694	S129071083	Stationary	P21	120			1	1	
CN	CN-32		L23054806	H	32.1162197	118.9545514	2021-05-15	12:00:00	obs2885218	S130941951	Stationary	P21	60			1	1	
CN	CN-32		L23054806	H	32.1162197	118.9545514	2021-05-16	08:30:00	obs2885218	S130941953	Stationary	P21	15			1	1	
CN	CN-32		L23054806	H	32.1162197	118.9545514	2021-05-17	18:00:00	obs2885218	S130941954	Stationary	P21	60			1	1	
CN	CN-61		L23069627	P	32.5152950	107.9004140	2021-05-22	15:03:00	obs2663879	S132106875	Stationary	P21	27			1	1	
CN	CN-51		L2315292	H	30.7649032	104.1285038	2021-03-06	10:43:00	obs1818287	S82836867	Traveling	P22	167	3.723		1	1	
CN	CN-33		L2330775	H	30.4058166	119.4242234	2021-04-22	11:20:00	obs2899421	S101486320	Traveling	P22	118	2.000		1	1	
CN	CN-33		L2330775	H	30.4058166	119.4242234	2021-04-22	08:04:00	obs2899421	S101486258	Stationary	P21	30			1	1	
CN	CN-33		L2330775	H	30.4058166	119.4242234	2021-03-13	16:16:00	obs1403773	S83288357	Traveling	P22	69	1.563		1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-05-22	13:00:00	obs1893902	S88738346	Stationary	P21	150			1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-05-01	16:22:00	obs1695206	S86775747	Stationary	P21	60			1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-04-15	11:00:00	obs2094127	S118330470	Traveling	P22	210	2.000		3	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-04-25	09:32:00	obs2050349	S86301518	Traveling	P22	150	3.170		1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-04-25	09:27:00	obs1319038	S86301739	Traveling	P22	158	2.000		2	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-05-07	08:00:00	obs2050349	S87295718	Traveling	P22	60	1.000		1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-05-02	06:00:00	obs1893902	S86864593	Stationary	P21	240			1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-04-03	08:20:00	obs1632975	S84642026	Traveling	P22	70	3.000		4	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-04-20	14:30:00	obs2050349	S95002212	Traveling	P22	120	3.000		1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-04-08	13:30:00	obs2050349	S85134365	Traveling	P22	180	3.000		1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-04-08	13:02:00	obs1319038	S85076358	Traveling	P22	233	5.000		2	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-05-06	09:08:00	obs2050349	S87220625	Traveling	P22	146	4.690		1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-05-05	14:13:00	obs1426422	S87147667	Traveling	P22	95	4.701		1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-05-22	12:30:00	obs1632975	S88709597	Traveling	P22	180	2.000		3	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-05-05	07:30:00	obs3367837	S122810417	Traveling	P22	180	5.000		1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-04-03	10:20:00	obs2315458	S85008653	Traveling	P22	300	4.000		1	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-05-31	13:30:00	obs2315458	S89403014	Traveling	P22	180	4.000		6	1	
CN	CN-33		L2330993	H	30.2594898	119.9148274	2021-04-12	15:00:00	obs2050349	S85377366	Traveling	P22	60	1.000		1	1	
CN	CN-33		L2353227	H	30.2179349	120.1067877	2021-03-17	21:30:00	obs2094127	S118322593	Stationary	P21	90			4	1	
CN	CN-44		L2354294	H	23.0963458	113.2985741	2021-04-13	15:30:00	obs1151451	S85450328	Traveling	P22	120	2.000		3	1	
CN	CN-44		L2354294	H	23.0963458	113.2985741	2021-04-01	16:30:00	obs1124828	S84576787	Traveling	P22	90	2.000		3	1	G6485074
CN	CN-44		L2354294	H	23.0963458	113.2985741	2021-05-08	06:00:00	obs1925029	S87832190	Traveling	P22	120	4.828		1	1	
CN	CN-44		L2354294	H	23.0963458	113.2985741	2021-05-08	06:00:00	obs956900	S87749321	Traveling	P22	120	4.828		1	1	
CN	CN-44		L2354294	H	23.0963458	113.2985741	2021-04-01	16:30:00	obs404778	S84576786	Traveling	P22	90	2.000		3	1	G6485074
CN	CN-44		L2354294	H	23.0963458	113.2985741	2021-03-14	09:00:00	obs1585319	S83361756	Traveling	P22	150	4.000		7	1	
CN	CN-44		L2354294	H	23.0963458	113.2985741	2021-03-29	14:14:00	obs467863	S84319848	Traveling	P22	120	3.000		2	1	
CN	CN-44		L2354294	H	23.0963458	113.2985741	2021-05-04	09:50:00	obs1151451	S87069930	Traveling	P22	30	1.000		1	1	
CN	CN-44		L2354294	H	23.0963458	113.2985741	2021-03-25	14:00:00	obs1151451	S84378948	Stationary	P21	30			1	1	
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-04-14	08:30:00	obs1468916	S85499908	Stationary	P21	120			5	1	G6548536
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-04-16	15:04:00	obs1196731	S85634599	Stationary	P21	25			1	1	
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-05-14	08:20:00	obs2410164	S88034401	Traveling	P22	75	2.042		7	1	
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-04-14	08:30:00	obs1198802	S85500451	Stationary	P21	120			5	1	G6548536
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-04-02	10:10:00	obs1468916	S84590240	Stationary	P21	180			4	1	G6486031
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-04-02	10:10:00	obs1129178	S85119327	Stationary	P21	180			4	1	G6486031
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-04-17	09:00:00	obs1196731	S85696370	Traveling	P22	240	2.000		1	1	
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-04-02	10:10:00	obs996991	S84591087	Stationary	P21	180			4	1	G6486031
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-04-29	08:26:00	obs1468916	S86691060	Stationary	P21	120			5	1	G6623326
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-04-13	07:30:00	obs3433018	S141912606	Traveling	P22	240	2.000		1	1	
CN	CN-21		L2364070	H	39.8229029	124.0813065	2021-04-02	10:10:00	obs730617	S94960118	Stationary	P21	180			4	1	G6486031
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-18	10:30:00	obs1499780	S83602949	Stationary	P21	11			3	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-07	09:00:00	obs902161	S82916142	Traveling	P22	180	3.000		2	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-06	14:00:00	obs940577	S82842342	Stationary	P21	120			1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-06	15:30:00	obs1595456	S82840650	Traveling	P22	120	3.219		5	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-01	10:30:00	obs1622370	S89177948	Traveling	P22	180	4.000		2	1	G6809678
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-01	10:30:00	obs1619185	S82555679	Traveling	P22	180	4.000		2	1	G6809678
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-24	14:34:00	obs1180135	S84001465	Traveling	P22	205	0.300		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-06	10:00:00	obs990141	S82838283	Traveling	P22	300	3.000		2	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-06	10:58:00	obs2107582	S82837546	Traveling	P22	201	3.210		2	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-13	10:00:00	obs1622370	S89177833	Traveling	P22	90	1.000		2	1	G6809651
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-13	10:00:00	obs1619185	S85441389	Traveling	P22	90	1.000		2	1	G6809651
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-03	09:29:00	obs1269396	S82662920	Stationary	P21	37			1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-02	13:13:00	obs1635646	S82610774	Traveling	P22	92	1.731		3	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-13	08:30:00	obs969812	S83301445	Traveling	P22	180	5.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-20	11:40:00	obs1499780	S88577057	Traveling	P22	250	0.860		2	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-16	14:30:00	obs940577	S88252004	Traveling	P22	90	2.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-08	17:00:00	obs1017094	S87403735	Traveling	P22	120	5.000		2	1	G6695291
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-08	17:00:00	obs2429384	S87615090	Traveling	P22	120	5.000		2	1	G6695291
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-01	14:00:00	obs940577	S82733448	Traveling	P22	120	4.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-01	12:15:00	obs2747877	S95972592	Traveling	P22	150	1.500		4	1	G7298720
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-01	12:15:00	obs1499780	S84528924	Traveling	P22	150	1.500		4	1	G7298720
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-31	10:30:00	obs940577	S84443085	Traveling	P22	180	2.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-08	10:30:00	obs940577	S87401470	Traveling	P22	240	2.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-28	14:00:00	obs1003116	S87374512	Stationary	P21	270			1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-07	16:00:00	obs1003116	S87377090	Traveling	P22	90	2.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-06	11:00:00	obs940577	S87230333	Traveling	P22	300	3.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-02	07:49:00	obs2335970	S86867073	Traveling	P22	160	2.100		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-18	11:00:00	obs940577	S88512548	Traveling	P22	180	3.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-15	15:41:00	obs2107582	S88144287	Traveling	P22	109	3.540		2	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-02	09:11:00	obs974904	S84576682	Traveling	P22	134	4.200		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-12	06:57:00	obs429648	S87878969	Traveling	P22	249	4.530		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-29	07:08:00	obs656444	S84325920	Traveling	P22	129	3.072		4	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-08	14:26:00	obs643487	S87395540	Traveling	P22	176	4.187		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-30	12:55:00	obs656444	S84385067	Traveling	P22	107	2.821		4	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-12	11:00:00	obs940577	S83991923	Stationary	P21	90			1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-24	10:00:00	obs940577	S83991235	Traveling	P22	240	3.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-26	15:40:00	obs940577	S86401547	Traveling	P22	90	3.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-25	13:00:00	obs940577	S86307123	Traveling	P22	180	4.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-24	08:15:00	obs1596784	S86306996	Traveling	P22	240	5.000		5	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-23	12:58:00	obs940577	S86307030	Traveling	P22	240	5.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-26	10:15:00	obs1499780	S86395243	Traveling	P22	160	0.320		3	1	G7298723
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-05	10:30:00	obs2107582	S87144611	Traveling	P22	99	1.560		4	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-27	15:00:00	obs940577	S86485705	Traveling	P22	120	3.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-19	07:45:00	obs1499780	S86073671	Traveling	P22	300	3.000		3	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-21	09:18:00	obs969812	S83782423	Traveling	P22	120	3.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-17	12:28:00	obs1180135	S85699425	Stationary	P21	120			1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-17	10:54:00	obs2107582	S85697009	Traveling	P22	165	2.770		2	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-18	11:17:00	obs2107582	S85783405	Traveling	P22	193	4.270		2	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-30	16:09:00	obs1595456	S84382975	Traveling	P22	60	4.828		3	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-24	11:17:00	obs2107582	S86209934	Traveling	P22	153	2.410		2	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-13	16:00:00	obs1003116	S85445271	Stationary	P21	90			1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-07	16:00:00	obs1003116	S85445891	Stationary	P21	60			1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-05-05	09:00:00	obs940577	S87152677	Traveling	P22	300	4.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-24	07:10:00	obs643487	S86202419	Traveling	P22	134	3.964		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-17	09:30:00	obs1622370	S89177951	Traveling	P22	150	4.000		2	1	G6809681
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-11	16:58:00	obs1595456	S85292691	Stationary	P21	60			3	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-07	13:21:00	obs902039	S85024231	Stationary	P21	123			2	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-15	11:30:00	obs940577	S85573740	Traveling	P22	180	3.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-08	14:30:00	obs940577	S85079528	Traveling	P22	120	2.000		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-04-07	12:22:00	obs1180135	S85027223	Traveling	P22	168	0.970		1	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-29	09:50:00	obs656444	S84325813	Traveling	P22	102	3.109		4	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-14	10:00:00	obs990141	S83361676	Traveling	P22	101	2.000		8	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-10	09:50:00	obs1499780	S83116827	Traveling	P22	210	1.000		3	1	
CN	CN-11		L2394169	H	40.1312977	116.3079643	2021-03-13	09:15:00	obs1499780	S83368966	Traveling	P22	300	3.150		1	1	
